route_id,service_id,trip_id,direction_id,block_id,shape_id,direction,wheelchair_accessible
66,38001,48406998,1,5720512,3805213,East,1
66,38001,48406977,1,5720512,3804351,East,1
66,38001,48406975,1,5720512,3804351,East,1
66,38001,48406966,1,5720514,3804351,East,1
66,38001,48407386,1,5720655,3804351,East,1
66,38001,48407385,1,5720641,3804351,East,1
66,38001,48407384,1,5720640,3804351,East,1
66,38001,48407383,1,5720480,3804351,East,1
66,38001,48407382,1,5720669,3804351,East,1
66,38001,48407381,1,5720668,3804351,East,1
66,38001,48407380,1,5720636,3804351,East,1
66,38001,48407379,1,5720634,3804351,East,1
66,38001,48407378,1,5720666,3804351,East,1
66,38001,48407377,1,5720665,3804351,East,1
66,38001,48407376,1,5720630,3804351,East,1
66,38001,48407375,1,5720664,3804351,East,1
66,38001,48407374,1,5720628,3804351,East,1
66,38001,48407373,1,5720663,3804351,East,1
66,38001,48407372,1,5720626,3804351,East,1
66,38001,48407371,1,5720639,3804351,East,1
66,38001,48407370,1,5720471,3804603,East,1
66,38001,48407369,1,5720059,3804603,East,1
66,38001,48407368,1,5720480,3804603,East,1
66,38001,48407367,1,5720638,3804603,East,1
66,38001,48407366,1,5720637,3804603,East,1
66,38001,48407365,1,5720635,3804603,East,1
66,38001,48407364,1,5720636,3804603,East,1
66,38001,48407363,1,5720633,3804603,East,1
66,38001,48407362,1,5720632,3804603,East,1
66,38001,48407361,1,5720631,3804603,East,1
66,38001,48407360,1,5720634,3804603,East,1
66,38001,48407359,1,5720629,3804603,East,1
66,38001,48407358,1,5720628,3804603,East,1
66,38001,48407357,1,5720627,3804603,East,1
66,38001,48407356,1,5720626,3804603,East,1
66,38001,48407355,1,5720625,3804603,East,1
66,38001,48407354,1,5720630,3804603,East,1
66,38001,48407353,1,5720641,3804603,East,1
66,38001,48407352,1,5720640,3804603,East,1
66,38001,48407351,1,5720655,3804351,East,1
66,38001,48407350,1,5720641,3804351,East,1
66,38001,48407349,1,5720514,3804349,East,1
66,38001,48407348,1,5720640,3804351,East,1
66,38001,48407347,1,5720661,3804349,East,1
66,38001,48407346,1,5720669,3804351,East,1
66,38001,48407345,1,5720660,3804349,East,1
66,38001,48407344,1,5720668,3804351,East,1
66,38001,48407343,1,5720623,3804349,East,1
66,38001,48407342,1,5720667,3804351,East,1
66,38001,48407341,1,5720659,3804349,East,1
66,38001,48407340,1,5720666,3804351,East,1
66,38001,48407339,1,5720662,3804349,East,1
66,38001,48407338,1,5720665,3804351,East,1
66,38001,48407337,1,5720658,3804349,East,1
66,38001,48407336,1,5720664,3804351,East,1
66,38001,48407335,1,5720657,3804349,East,1
66,38001,48407334,1,5720663,3804351,East,1
66,38001,48407333,1,5720656,3804349,East,1
66,38001,48407332,1,5720639,3804351,East,1
66,38001,48407331,1,5720655,3804351,East,1
66,38001,48407330,1,5720661,3804351,East,1
66,38001,48407329,1,5720660,3804351,East,1
66,38001,48407328,1,5720623,3804351,East,1
66,38001,48407327,1,5720659,3804351,East,1
66,38001,48407326,1,5720662,3804351,East,1
66,38001,48407325,1,5720658,3804351,East,1
66,38001,48407324,1,5720657,3804351,East,1
66,38001,48407323,1,5720656,3804351,East,1
66,38001,48407619,1,5720641,3804351,East,1
66,38001,48407618,1,5720644,3804351,East,1
66,38001,48407617,1,5720648,3804351,East,1
66,38001,48407616,1,5720647,3804351,East,1
66,38001,48407615,1,5720653,3804351,East,1
66,38001,48407614,1,5720628,3804351,East,1
66,38001,48407613,1,5720679,3804354,East,1
66,38001,48407612,1,5720655,3804351,East,1
66,38001,48407611,1,5720634,3804351,East,1
66,38001,48407610,1,5720643,3804603,East,1
66,38001,48407609,1,5720640,3804351,East,1
66,38001,48407608,1,5720641,3804351,East,1
66,38001,48407607,1,5720651,3804351,East,1
66,38001,48407606,1,5720647,3804603,East,1
66,38001,48407605,1,5720634,3804351,East,1
66,38001,48407604,1,5720668,3804351,East,1
66,38001,48407603,1,5720641,3804351,East,1
66,38001,48407602,1,5720626,3804351,East,1
66,38001,48407601,1,5720628,3804351,East,1
66,38001,48407600,1,5720630,3804351,East,1
66,38001,48407599,1,5720642,3804351,East,1
66,38001,48407598,1,5720644,3804351,East,1
66,38001,48407597,1,5720628,3804351,East,1
66,38001,48407596,1,5720647,3804351,East,1
66,38001,48407595,1,5720664,3804351,East,1
66,38001,48407594,1,5720628,3804351,East,1
66,38001,48407593,1,5720646,3804351,East,1
66,38001,48407592,1,5720641,3804351,East,1
66,38001,48407591,1,5720645,3804351,East,1
66,38001,48407590,1,5720444,3804603,East,1
66,38001,48407589,1,5720636,3804351,East,1
66,38001,48407587,1,5720639,3804351,East,1
66,38001,48407586,1,5720480,3804351,East,1
66,38001,48407585,1,5720665,3804351,East,1
66,38001,48407584,1,5720680,3804354,East,1
66,38001,48407583,1,5720647,3804351,East,1
66,38001,48407582,1,5720655,3804351,East,1
66,38001,48407581,1,5720643,3804351,East,1
66,38001,48407580,1,5720642,3804351,East,1
66,38001,48407579,1,5720652,3804603,East,1
66,38001,48407578,1,5720669,3804351,East,1
66,38001,48407577,1,5720680,3804351,East,1
66,38001,48407575,1,5720480,3804351,East,1
66,38001,48407574,1,5720648,3804351,East,1
66,38001,48407573,1,5720668,3804351,East,1
66,38001,48407572,1,5720650,3804351,East,1
66,38001,48407571,1,5720678,3804351,East,1
66,38001,48407570,1,5720640,3804351,East,1
66,38001,48407569,1,5720643,3804351,East,1
66,38001,48407568,1,5720653,3804603,East,1
66,38001,48407567,1,5720678,3804354,East,1
66,38001,48407566,1,5720664,3804351,East,1
66,38001,48407564,1,5720645,3804603,East,1
66,38001,48407563,1,5720646,3804603,East,1
66,38001,48407562,1,5720641,3804351,East,1
66,38001,48407395,1,5720668,3804351,East,1
66,38001,48407394,1,5720636,3804351,East,1
66,38001,48407393,1,5720634,3804351,East,1
66,38001,48407392,1,5720665,3804351,East,1
66,38001,48407391,1,5720630,3804351,East,1
66,38001,48407390,1,5720664,3804351,East,1
66,38001,48407389,1,5720628,3804351,East,1
66,38001,48407388,1,5720626,3804351,East,1
66,38001,48407387,1,5720639,3804351,East,1
66,38001,48407668,1,5720638,3801436,East,1
66,38001,48407667,1,5720642,3801436,East,1
66,38001,48407665,1,5720665,3801436,East,1
66,38001,48407664,1,5720678,3801436,East,1
66,38001,48407663,1,5720680,3801436,East,1
66,38001,48407659,1,5720647,3801436,East,1
66,38001,48407657,1,5720668,3801436,East,1
66,38001,48407656,1,5720664,3801436,East,1
66,38001,48407655,1,5720667,3801436,East,1
66,38001,48407651,1,5720640,3804351,East,1
66,38001,48407650,1,5720630,3804351,East,1
66,38001,48407649,1,5720653,3804351,East,1
66,38001,48407648,1,5720665,3804351,East,1
66,38001,48407647,1,5720669,3804351,East,1
66,38001,48407646,1,5720650,3804603,East,1
66,38001,48407645,1,5720648,3804603,East,1
66,38001,48407644,1,5720668,3804351,East,1
66,38001,48407643,1,5720649,3804603,East,1
66,38001,48407642,1,5720664,3804351,East,1
66,38001,48407641,1,5720650,3804351,East,1
66,38001,48407640,1,5720640,3804351,East,1
66,38001,48407639,1,5720643,3804351,East,1
66,38001,48407638,1,5720630,3804351,East,1
66,38001,48407637,1,5720669,3804351,East,1
66,38001,48407636,1,5720640,3804351,East,1
66,38001,48407635,1,5720672,3804351,East,1
66,38001,48407634,1,5720644,3804351,East,1
66,38001,48407633,1,5720642,3804603,East,1
66,38001,48407632,1,5720654,3804603,East,1
66,38001,48407631,1,5720636,3804351,East,1
66,38001,48407630,1,5720648,3804351,East,1
66,38001,48407629,1,5720678,3804351,East,1
66,38001,48407627,1,5720665,3804351,East,1
66,38001,48407626,1,5720639,3804351,East,1
66,38001,48407625,1,5720644,3804603,East,1
66,38001,48407624,1,5720626,3804351,East,1
66,38001,48407623,1,5720628,3804351,East,1
66,38001,48407622,1,5720643,3804351,East,1
66,38001,48407620,1,5720653,3804351,East,1
67,38001,48086668,1,5689673,3804611,East,1
67,38001,48086667,1,5689685,3804610,East,1
67,38001,48086666,1,5689662,3804610,East,1
67,38001,48086665,1,5689664,3804610,East,1
67,38001,48086664,1,5689686,3804610,East,1
67,38001,48086663,1,5689668,3801465,East,1
67,38001,48086662,1,5695009,3804610,East,1
67,38001,48086661,1,5689683,3804610,East,1
67,38001,48086660,1,5689689,3801464,East,1
67,38001,48086659,1,5689670,3804610,East,1
67,38001,48086658,1,5689688,3801465,East,1
67,38001,48086657,1,5689665,3804610,East,1
67,38001,48086656,1,5689684,3804610,East,1
67,38001,48086655,1,5689667,3804611,East,1
67,38001,48086654,1,5689662,3804610,East,1
67,38001,48086653,1,5689663,3804611,East,1
67,38001,48086652,1,5689685,3801459,East,1
67,38001,48086651,1,5689665,3804610,East,1
67,38001,48086650,1,5689668,3801464,East,1
67,38001,48086649,1,5689684,3801458,East,1
67,38001,48086648,1,5689666,3804610,East,1
67,38001,48086647,1,5689667,3801465,East,1
67,38001,48086646,1,5689662,3804610,East,1
67,38001,48086645,1,5695009,3801464,East,1
67,38001,48086644,1,5689663,3804611,East,1
67,38001,48086643,1,5689664,3801464,East,1
67,38001,48086642,1,5689669,3804610,East,1
67,38001,48086641,1,5689677,3801465,East,1
67,38001,48086640,1,5689670,3804610,East,1
67,38001,48086639,1,5689683,3801464,East,1
67,38001,48086638,1,5689668,3804611,East,1
67,38001,48086637,1,5689673,3801464,East,1
67,38001,48086636,1,5689667,3804610,East,1
67,38001,48086635,1,5689665,3801465,East,1
67,38001,48086634,1,5689664,3804610,East,1
67,38001,48086633,1,5689666,3801464,East,1
67,38001,48086632,1,5689662,3804611,East,1
67,38001,48086631,1,5689677,3801464,East,1
67,38001,48086630,1,5689669,3804611,East,1
67,38001,48086629,1,5689673,3801464,East,1
67,38001,48086628,1,5689670,3804610,East,1
67,38001,48086627,1,5689665,3804611,East,1
67,38001,48086626,1,5689668,3804610,East,1
67,38001,48086625,1,5689666,3804610,East,1
67,38001,48086624,1,5689667,3804611,East,1
67,38001,48086623,1,5689677,3804610,East,1
67,38001,48086622,1,5689674,3804611,East,1
