route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
100264,WEEKDAY,18150550,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740741,20070022
100264,WEEKDAY,18150551,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740742,20070022
100264,WEEKDAY,18150552,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740736,20070022
100264,WEEKDAY,18150553,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740737,20070001
100264,WEEKDAY,18150554,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740738,20070022
100264,WEEKDAY,18150555,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740739,20070022
100264,WEEKDAY,18150556,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740740,20070022
100264,WEEKDAY,18150557,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740741,20070022
100264,WEEKDAY,18150558,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740742,20070022
100264,WEEKDAY,18150559,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740736,20070022
100264,WEEKDAY,18150560,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740738,20070022
100264,WEEKDAY,18150561,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740739,20070022
100264,WEEKDAY,18150562,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740740,20070022
100264,WEEKDAY,18150563,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740741,20070022
100264,WEEKDAY,18150564,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740742,20070001
100264,WEEKDAY,18150565,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740743,20070022
100264,WEEKDAY,18150566,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740736,20070022
100264,WEEKDAY,18150567,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740738,20070022
100264,WEEKDAY,18150568,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740739,20070022
100264,WEEKDAY,18150569,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740740,20070022
100264,WEEKDAY,18150570,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740741,20070022
100264,WEEKDAY,18150571,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740743,20070022
100264,WEEKDAY,18150572,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740736,20070022
100264,WEEKDAY,18150573,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740738,20070022
100264,WEEKDAY,18150574,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740739,20070022
100264,WEEKDAY,18150575,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740740,20070022
100264,WEEKDAY,18150576,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740741,20070022
100264,WEEKDAY,18150577,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740743,20070022
100264,WEEKDAY,18150578,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740736,20070022
100264,WEEKDAY,18150579,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740744,20070022
100264,WEEKDAY,18150580,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740738,20070022
100264,WEEKDAY,18150581,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740745,20070022
100264,WEEKDAY,18150582,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740740,20070022
100264,WEEKDAY,18150583,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740746,20070001
100264,WEEKDAY,18150584,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740741,20070022
100264,WEEKDAY,18150585,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740747,20070022
100264,WEEKDAY,18150586,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740743,20070022
100264,WEEKDAY,18150587,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740748,20070022
100264,WEEKDAY,18150588,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740738,20070022
100264,WEEKDAY,18150589,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740745,20070022
100264,WEEKDAY,18150590,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740741,20070022
100264,WEEKDAY,18150591,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740747,20070001
100264,WEEKDAY,18150592,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740748,20070001
100264,WEEKDAY,18150593,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740738,20070001
100264,WEEKDAY,18150594,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740740,20070001
100264,WEEKDAY,18150595,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740741,20070001
100264,WEEKDAY,18150596,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740736,20070022
100264,WEEKDAY,18150597,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740736,11070032
100264,WEEKDAY,18150598,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740739,20070001
100264,WEEKDAY,18150599,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740745,11070030
100264,WEEKDAY,18150600,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740745,11070030
100264,WEEKDAY,18150601,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740745,20070001
100264,WEEKDAY,18150602,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740738,11070030
100264,WEEKDAY,18150603,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740740,20070022
100264,WEEKDAY,18150604,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740748,11070032
100264,WEEKDAY,18150605,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740744,20070022
100264,WEEKDAY,18150606,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740736,20070022
100264,WEEKDAY,18150607,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740743,20070001
100264,WEEKDAY,18150608,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740744,20070001
100264,WEEKDAY,18150609,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740741,11070030
100264,WEEKDAY,18150610,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740746,11070032
100264,WEEKDAY,18150611,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740740,11070030
100264,WEEKDAY,18150612,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740747,11070032
100264,WEEKDAY,18150613,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740736,11070030
100264,WEEKDAY,18150614,UNIVERSITY DISTRICT FAIRVIEW,LOCAL,0,2740738,11070030
100264,WEEKDAY,18150615,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740736,20070001
100264,WEEKDAY,18150616,DOWNTOWN SEATTLE FAIRVIEW,LOCAL,1,2740739,20070022
100039,WEEKDAY,18150617,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740728,20014005
100039,WEEKDAY,18150618,SUMMIT VIA PIKE ST,LOCAL,0,2740728,11014002
100039,WEEKDAY,18150619,SUMMIT VIA PIKE ST,LOCAL,0,2740654,11014002
100039,WEEKDAY,18150620,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740654,20014005
100039,WEEKDAY,18150621,SUMMIT VIA PIKE ST,LOCAL,0,2740654,11014002
100039,WEEKDAY,18150622,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740654,20014005
100039,WEEKDAY,18150623,SUMMIT VIA PIKE ST,LOCAL,0,2740654,11014002
100039,WEEKDAY,18150624,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740654,20014005
100039,WEEKDAY,18150625,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740654,20014005
100039,WEEKDAY,18150627,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740754,20014005
100039,WEEKDAY,18150628,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740757,20014005
100039,WEEKDAY,18150629,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740654,20014005
100039,WEEKDAY,18150630,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740762,20014005
100039,WEEKDAY,18150631,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740831,20014005
100039,WEEKDAY,18150632,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740647,20014005
100039,WEEKDAY,18150633,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740757,20014005
100039,WEEKDAY,18150634,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740654,20014005
100039,WEEKDAY,18150635,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740762,20014005
100039,WEEKDAY,18150636,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740647,20014005
100039,WEEKDAY,18150637,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740757,20014005
100039,WEEKDAY,18150638,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740654,20014005
100039,WEEKDAY,18150639,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740762,20014005
100039,WEEKDAY,18150640,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740647,20014005
100039,WEEKDAY,18150641,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740757,20014005
100039,WEEKDAY,18150642,MT BAKER DOWNTOWN SEATTLE,LOCAL,1,2740654,20014005
